"workerid","proliferate.condition.x","CC","list","list_firstSocCond","orientation","response","rt","slide_number_in_experiment","socialCondition","topic","trigger_class","whichSocConditionFirst","error.x","proliferate.condition.y","about","accent","age","american","comments","education","gender","income","language","otherParty","party","politics","race_otherRaceText","race_white","state","whichAccent","error.y","trial"
3591,"default","Trump handled the pandemic badly","list1","list1-D","liberal",0.97,9914,4,"D","Trump_pandemic","C","D",NA,"default","Political Beliefs","No",27,"Yes",NA,3,"Female",3,"English",NA,"Rep",0.65,NA,"white","SC","N/A",NA,1
3595,"default","Trump handled the pandemic badly","list1","list1-R","liberal",0.09,7506,4,"R","Trump_pandemic","C","R",NA,"default","Perceptions of the 'opposing' party beliefs","Yes",33,"Yes",NA,4,"Female",5,"English",NA,"Dem",0.13,"Jewish","white","FL","Lower midlands/appalacian",NA,1
3596,"default","Trump handled the pandemic badly","list1","list1-D","liberal",0.84,4753,5,"D","Trump_pandemic","C","D",NA,"default","if your accent reflects your political views","No",19,"Yes",NA,1,"Female",1,"English",NA,"Dem",0.31,NA,"white","NC","Southern",NA,2
3605,"default","Trump handled the pandemic badly","list1","list1-R","liberal",0.2,6560,9,"R","Trump_pandemic","C","R",NA,"default","I have no idea","No",40,"Yes",NA,2,"Male",0,"English",NA,"Dem",0,NA,"white","NC",NA,NA,6
3609,"default","Trump handled the pandemic badly","list1","list1-D","liberal",1,4985,13,"D","Trump_pandemic","C","D",NA,"default","Stereotypes of party views","No",29,"Yes",NA,4,"Female",3,"English",NA,"Dem",0.11,NA,"white","AK",NA,NA,10
3612,"default","Trump handled the pandemic badly","list1","list1-R","liberal",0.16,6146,13,"R","Trump_pandemic","C","R",NA,"default","Different views of the political parties","Yes",20,"Yes",NA,2,"Female",0,"English",NA,"Rep",0.8,NA,"white","KS","Midwestern",NA,10
3615,"default","Trump handled the pandemic badly","list1","list1-R","liberal",0.17,9632,15,"R","Trump_pandemic","C","R",NA,"default","alignment with established political mindsets","No",37,"Yes",NA,4,"Female",6,"English",NA,"Dem",0.27,NA,"white","MA",NA,NA,12
3621,"default","Trump handled the pandemic badly","list1","list1-R","liberal",0.17,6900,6,"R","Trump_pandemic","C","R",NA,"default","Perceptions of beliefs and values of members of political parties.","No",32,"Yes",NA,3,"Male",5,"English",NA,"Lib",0.63,NA,"white","CA",NA,NA,3
3622,"default","Trump handled the pandemic badly","list1","list1-D","liberal",0.98,4862,25,"D","Trump_pandemic","C","D",NA,"default","The typical views of Republicans and Democrats. Both are garbage","No",42,"Yes",NA,2,"Male",1,"English","Dem Socialist/Socialist","Other",0,NA,"white","AZ","None",NA,22
3623,"default","Trump handled the pandemic badly","list1","list1-D","liberal",0.98,8251,10,"D","Trump_pandemic","C","D",NA,"default","I believe it is to see how people from certain political parties view the democratic and republican parties.","Yes",19,"Yes",NA,2,"Female",5,"English",NA,"Dem",0.05,NA,"white","MS","Southern/Country",NA,7
3624,"default","Trump handled the pandemic badly","list1","list1-D","liberal",0.84,5799,4,"D","Trump_pandemic","C","D",NA,"default","How likely I believe a certain political party is to believe in a given policy.","No",42,"Yes","no thank you",3,"Male",5,"english",NA,"Dem",0.36,NA,"white","MN",NA,NA,1
3625,"default","Trump handled the pandemic badly","list1","list1-R","liberal",0.06,8010,4,"R","Trump_pandemic","C","R",NA,"default","politics","Yes",22,"Yes","n/a",2,"Male",3,"English",NA,"Rep",0.69,NA,"white","WI","midwestern",NA,1
3626,"default","Trump handled the pandemic badly","list1","list1-R","liberal",0.24,3115,23,"R","Trump_pandemic","C","R",NA,"default","democrats and republicans","No",25,"Yes",NA,1,"Female",2,"english",NA,"Lib",0.18,NA,"white",NA,NA,NA,20
3627,"default","Trump handled the pandemic badly","list1","list1-R","liberal",0.17,4089,20,"R","Trump_pandemic","C","R",NA,"default","Seeing what we believe about others based on our personal beliefs","No",24,"Yes",NA,3,"Female",4,"English",NA,"Dem",0.32,NA,"white","OR",NA,NA,17
3628,"default","Trump handled the pandemic badly","list1","list1-R","liberal",0.01,5212,9,"R","Trump_pandemic","C","R",NA,"default","How polarized our country currently is in regards to social/economic issues. I think this survey is trying to create a correlation between party affiliations and attitudes towards certain issues.","Yes",24,"Yes","I think this survey is continuing to show that there is a divide in the nation, but labeling people as leaning more towards the left or right is not going to solve anything. Issues should be handled on their merits, not by what one party thinks is right as opposed to another.",4,"Female",3,"english, armenian",NA,"Rep",0.65,"armenian",NA,"CA","armenian",NA,6
3693,"default","Trump handled the pandemic badly","list1","list1-D","liberal",0.97,6153,25,"D","Trump_pandemic","C","D",NA,"default","Comparing individual beliefs with perceptions about others","No",23,"Yes","Best of luck with your research!",3,"Male",2,"English",NA,"Dem",0.13,NA,"white","VA",NA,NA,22
3694,"default","Trump handled the pandemic badly","list1","list1-D","liberal",0.85,9958,16,"D","Trump_pandemic","C","D",NA,"default","Do people think political views are more polarized or extreme depending on their own political leanings?","No",27,"Yes",NA,3,"Female",2,"English",NA,"Dem",0.13,NA,"white","MO",NA,NA,13
3592,"default","Trump handled the pandemic well","list2","list2-D","conservative",0.11,12982,24,"D","Trump_pandemic","C","D",NA,"default","Not sure","Yes",32,"Yes",NA,3,"Male",4,"English","Independent",NA,0.69,NA,"white","AR","Midwest",NA,21
3598,"default","Trump handled the pandemic well","list2","list2-D","conservative",0.02,4957,13,"D","Trump_pandemic","C","D",NA,"default","Political views","No",24,"Yes",NA,2,"Female",0,"English",NA,"Lib",0.31,NA,"white","CO",NA,NA,10
3614,"default","Trump handled the pandemic well","list2","list2-R","conservative",0.86,10120,14,"R","Trump_pandemic","C","R",NA,"default","Political views","No",30,"Yes","None",4,"Male",3,"English",NA,"Dem",0.3,NA,NA,"CA","N/a",NA,11
3586,"default","Trump handled the pandemic well","list2","list2-D","conservative",0,6624,9,"D","Trump_pandemic","C","D",NA,"default","To gauge people's opinion of how strongly Republicans and Democrats feel about certain issues.","No",44,"Yes","Thank you for an enjoyable survey.",2,"Male",3,"English",NA,"Lib",0.53,NA,"white","IN",NA,NA,6
3587,"default","Trump handled the pandemic well","list2","list2-D","conservative",0.04,4614,17,"D","Trump_pandemic","C","D",NA,"default","Don't know","Yes",32,"Yes","No comment",3,"Female",4,"English",NA,"Dem",0.1,NA,"white","WI","Minnesotan",NA,14
3589,"default","Trump handled the pandemic well","list2","list2-R","conservative",0.76,3601,12,"R","Trump_pandemic","C","R",NA,"default","How others perceive the believes of political parties","No",35,"Yes",NA,4,"Male",5,"English",NA,"Dem",0.37,NA,"white","PA",NA,NA,9
3590,"default","Trump handled the pandemic well","list2","list2-D","conservative",0.01,3559,23,"D","Trump_pandemic","C","D",NA,"default","Not sure. Maybe assessing accuracy of perceptions of political party's beliefs (e.g., are we accurately able to guess what Republicans on average believe, or do we under/over estimate certain beliefs)","No",26,"Yes","N/A",3,"Female",3,"English",NA,"Dem",0,NA,"white","IN",NA,NA,20
3593,"default","Trump handled the pandemic well","list2","list2-R","conservative",0.82,5859,7,"R","Trump_pandemic","C","R",NA,"default","The differences between Democrats and Republicans way of thinking.","No",50,"Yes","It was interesting.",2,"Female",3,"English",NA,"Rep",0.61,NA,"white","NJ",NA,NA,4
3594,"default","Trump handled the pandemic well","list2","list2-D","conservative",0.02,5896,25,"D","Trump_pandemic","C","D",NA,"default",NA,"Yes",22,"Yes",NA,3,"Other",5,"English","Independent","Other",0,NA,"white","CO","Mild Southern Drawl",NA,22
3597,"default","Trump handled the pandemic well","list2","list2-R","conservative",0.64,6087,5,"R","Trump_pandemic","C","R",NA,"default","Determining how native vs. non-native language speakers view U.S. political parties.","Yes",57,"Yes","Thank your for the sliding scale rating option.  Sometimes answers that are forced into only a few options don't feel accurate.",3,"Female",5,"English",NA,"Dem",0.33,NA,"white","GA","Southern American",NA,2
3599,"default","Trump handled the pandemic well","list2","list2-R","conservative",0.27,4083,22,"R","Trump_pandemic","C","R",NA,"default","How people believe other political parties view certain topics.","No",21,"Yes",NA,2,"Female",5,"English",NA,"Dem",0.05,NA,"white","NJ",NA,NA,19
3600,"default","Trump handled the pandemic well","list2","list2-D","conservative",0.1,6769,9,"D","Trump_pandemic","C","D",NA,"default","Political leanings and stereotypes","Yes",52,"Yes",NA,3,"Male",5,"English",NA,"Dem",0.09,NA,"white","NC","Southern",NA,6
3601,"default","Trump handled the pandemic well","list2","list2-D","conservative",0.01,3286,7,"D","Trump_pandemic","C","D",NA,"default","The general public's perceptions about the views of Democrats and Republicans","No",20,"Yes",NA,2,"Female",5,"English",NA,"Dem",0,NA,"white","PA",NA,NA,4
3602,"default","Trump handled the pandemic well","list2","list2-R","conservative",1,5167,21,"R","Trump_pandemic","C","R",NA,"default","How we view the political beliefs of Republicans and Democrats.","Yes",41,"Yes","None",3,"Male",5,"English",NA,"Dem",0.13,NA,"white","GA","Northeastern U.S.",NA,18
3603,"default","Trump handled the pandemic well","list2","list2-D","conservative",0.01,37512,20,"D","Trump_pandemic","C","D",NA,"default","IDK, perhaps if the stereotypes are common knowledge?","No",54,"Yes","I had a hard time admitting to the Republican stereotypes sometimes. :)",4,"Female",6,"English",NA,"Rep",0.78,NA,"white","FL","None",NA,17
3604,"default","Trump handled the pandemic well","list2","list2-R","conservative",0.85,8975,10,"R","Trump_pandemic","C","R",NA,"default","How people view the general beliefs of each party","Yes",26,"Yes",NA,4,"Male",5,"English",NA,"Dem",0.24,NA,"white","NJ","midwestern or southern",NA,7
3607,"default","Trump handled the pandemic well","list2","list2-R","conservative",0.93,23510,19,"R","Trump_pandemic","C","R",NA,"default","To get an idea on how different parties view one another","No",24,"Yes",NA,3,"Female",0,"english",NA,"Dem",0.07,NA,"white","FL",NA,NA,16
3610,"default","Trump handled the pandemic well","list2","list2-D","conservative",0.03,8468,11,"D","Trump_pandemic","C","D",NA,"default","My beliefs regarding democrat and republican views based on my own political views.","No",45,"Yes","I appreciate the opportunity in recognizing my own political biases based on my responses.",3,"Female",2,"English",NA,"Dem",0.36,NA,"white","WA",NA,NA,8
3613,"default","Trump handled the pandemic well","list2","list2-R","conservative",0.86,6690,21,"R","Trump_pandemic","C","R",NA,"default","perceptions of the two major political parties in the US","No",25,"Yes",NA,3,"Female",4,"english",NA,"Dem",0,NA,NA,"IL",NA,NA,18
3620,"default","the COVID-19 vaccine is dangerous","list1","list1-D","conservative",0.5,12467,22,"R","vaccines","C","D",NA,"default","Stereotypes surrounding Democrat and Republican beliefs.","No",40,"Yes",NA,3,"Female",3,"English",NA,"Rep",0.52,NA,"white","KS",NA,NA,19
3591,"default","the COVID-19 vaccine is dangerous","list1","list1-D","conservative",0.68,10164,5,"R","vaccines","C","D",NA,"default","Political Beliefs","No",27,"Yes",NA,3,"Female",3,"English",NA,"Rep",0.65,NA,"white","SC","N/A",NA,2
3595,"default","the COVID-19 vaccine is dangerous","list1","list1-R","conservative",0.07,5053,6,"D","vaccines","C","R",NA,"default","Perceptions of the 'opposing' party beliefs","Yes",33,"Yes",NA,4,"Female",5,"English",NA,"Dem",0.13,"Jewish","white","FL","Lower midlands/appalacian",NA,3
3596,"default","the COVID-19 vaccine is dangerous","list1","list1-D","conservative",0.84,8746,6,"R","vaccines","C","D",NA,"default","if your accent reflects your political views","No",19,"Yes",NA,1,"Female",1,"English",NA,"Dem",0.31,NA,"white","NC","Southern",NA,3
3605,"default","the COVID-19 vaccine is dangerous","list1","list1-R","conservative",0.16,4056,18,"D","vaccines","C","R",NA,"default","I have no idea","No",40,"Yes",NA,2,"Male",0,"English",NA,"Dem",0,NA,"white","NC",NA,NA,15
3609,"default","the COVID-19 vaccine is dangerous","list1","list1-D","conservative",0.72,7159,8,"R","vaccines","C","D",NA,"default","Stereotypes of party views","No",29,"Yes",NA,4,"Female",3,"English",NA,"Dem",0.11,NA,"white","AK",NA,NA,5
3612,"default","the COVID-19 vaccine is dangerous","list1","list1-R","conservative",0.07,4160,25,"D","vaccines","C","R",NA,"default","Different views of the political parties","Yes",20,"Yes",NA,2,"Female",0,"English",NA,"Rep",0.8,NA,"white","KS","Midwestern",NA,22
3615,"default","the COVID-19 vaccine is dangerous","list1","list1-R","conservative",0.91,6603,10,"D","vaccines","C","R",NA,"default","alignment with established political mindsets","No",37,"Yes",NA,4,"Female",6,"English",NA,"Dem",0.27,NA,"white","MA",NA,NA,7
3621,"default","the COVID-19 vaccine is dangerous","list1","list1-R","conservative",0.3,5179,25,"D","vaccines","C","R",NA,"default","Perceptions of beliefs and values of members of political parties.","No",32,"Yes",NA,3,"Male",5,"English",NA,"Lib",0.63,NA,"white","CA",NA,NA,22
3622,"default","the COVID-19 vaccine is dangerous","list1","list1-D","conservative",0.25,5228,18,"R","vaccines","C","D",NA,"default","The typical views of Republicans and Democrats. Both are garbage","No",42,"Yes",NA,2,"Male",1,"English","Dem Socialist/Socialist","Other",0,NA,"white","AZ","None",NA,15
3623,"default","the COVID-19 vaccine is dangerous","list1","list1-D","conservative",0.68,4752,8,"R","vaccines","C","D",NA,"default","I believe it is to see how people from certain political parties view the democratic and republican parties.","Yes",19,"Yes",NA,2,"Female",5,"English",NA,"Dem",0.05,NA,"white","MS","Southern/Country",NA,5
3624,"default","the COVID-19 vaccine is dangerous","list1","list1-D","conservative",0.64,5490,22,"R","vaccines","C","D",NA,"default","How likely I believe a certain political party is to believe in a given policy.","No",42,"Yes","no thank you",3,"Male",5,"english",NA,"Dem",0.36,NA,"white","MN",NA,NA,19
